都道府県,市区町村,年齢,性別,商品券決済日時,商品券決済金額,産業,3市町
福井県,越前市,48,男性,2022/10/08 17:01,"1,289",漆器,鯖江市
福井県,鯖江市,38,男性,2022/10/08 17:03,"1,000",その他,鯖江市
愛知県,名古屋市,21,女性,2022/10/08 17:05,"2,915",その他,鯖江市
福井県,福井市,51,女性,2022/10/08 17:06,"4,340",その他,鯖江市
三重県,熊野市,44,回答なし,2022/10/08 17:08,"1,000",その他,鯖江市
和歌山県,和歌山市,46,男性,2022/10/08 17:08,"4,180",その他,鯖江市
神奈川県,小田原市,29,女性,2022/10/08 17:09,"6,165",漆器,鯖江市
大阪府,大阪市,23,女性,2022/10/08 17:11,"1,500",その他,鯖江市
富山県,高岡市,38,男性,2022/10/08 17:12,"36,000",その他,鯖江市
福井県,福井市,54,男性,2022/10/08 17:13,"1,900",和紙,越前市
石川県,金沢市,29,女性,2022/10/08 17:14,500,その他,鯖江市
福井県,坂井市,63,男性,2022/10/08 17:14,"3,360",漆器,鯖江市
福井県,敦賀市,35,男性,2022/10/08 17:16,"1,200",和紙,越前市
東京都,八王子市,22,女性,2022/10/08 17:18,"3,810",漆器,鯖江市
福井県,福井市,21,女性,2022/10/08 17:20,"4,960",漆器,鯖江市
和歌山県,和歌山市,46,男性,2022/10/08 17:21,"1,298",その他,鯖江市
大阪府,箕面市,31,男性,2022/10/08 17:23,"2,950",その他,鯖江市
東京都,世田谷区,32,女性,2022/10/08 17:24,500,眼鏡,鯖江市
神奈川県,鎌倉市,31,女性,2022/10/08 17:24,"1,300",その他,鯖江市
神奈川県,横浜市,49,男性,2022/10/08 17:27,"2,000",眼鏡,鯖江市
石川県,金沢市,26,女性,2022/10/08 17:28,"2,814",その他,鯖江市
東京都,杉並区,33,女性,2022/10/08 17:29,200,その他,鯖江市
愛知県,名古屋市,26,その他,2022/10/08 17:29,"5,500",その他,鯖江市
神奈川県,川崎市,24,女性,2022/10/08 17:30,700,その他,鯖江市
福井県,鯖江市,60,男性,2022/10/08 17:31,500,その他,鯖江市
大阪府,大阪市,47,女性,2022/10/08 17:32,900,眼鏡,鯖江市
石川県,金沢市,23,女性,2022/10/08 17:33,"2,640",その他,鯖江市
千葉県,船橋市,28,女性,2022/10/08 17:39,500,その他,鯖江市
東京都,調布市,60,女性,2022/10/08 17:40,"2,270",その他,鯖江市
奈良県,奈良市,38,女性,2022/10/08 17:45,"3,880",眼鏡,鯖江市
福井県,鯖江市,39,男性,2022/10/08 17:45,"3,860",その他,鯖江市
兵庫県,洲本市,31,男性,2022/10/08 17:45,"4,400",漆器,鯖江市
愛知県,稲沢市,23,回答なし,2022/10/08 17:46,"2,000",和紙,越前市
福井県,若狭町,53,女性,2022/10/08 17:47,"5,680",その他,鯖江市
石川県,金沢市,23,女性,2022/10/08 17:47,"1,760",その他,鯖江市
東京都,小金井市,22,女性,2022/10/08 17:51,"4,920",その他,鯖江市
奈良県,奈良市,42,男性,2022/10/08 17:53,"6,000",その他,鯖江市
石川県,金沢市,23,女性,2022/10/08 17:55,780,その他,鯖江市
福井県,福井市,51,女性,2022/10/08 17:56,"1,077",飲食,鯖江市
神奈川県,川崎市,24,男性,2022/10/08 17:57,"5,390",その他,鯖江市
奈良県,奈良市,30,男性,2022/10/08 18:01,"4,500",その他,鯖江市
兵庫県,洲本市,31,男性,2022/10/08 18:02,"1,500",その他,鯖江市
静岡県,島田市,29,女性,2022/10/08 18:08,759,飲食,鯖江市
東京都,文京区,54,回答なし,2022/10/08 18:12,"18,000",焼物,越前町
東京都,世田谷区,29,女性,2022/10/08 18:23,300,その他,鯖江市
東京都,武蔵野市,31,女性,2022/10/08 18:27,600,飲食,鯖江市
滋賀県,近江八幡市,37,男性,2022/10/08 18:51,"1,500",その他,鯖江市
愛知県,岡崎市,21,男性,2022/10/08 19:10,"4,000",眼鏡,鯖江市
愛知県,名古屋市,21,女性,2022/10/08 19:35,"2,585",飲食,鯖江市
熊本県,南関町,42,女性,2022/10/09 9:01,"1,000",眼鏡,鯖江市
福井県,鯖江市,26,女性,2022/10/09 9:48,"5,260",打刃物,越前市
福岡県,福岡市,30,女性,2022/10/09 9:48,"1,000",その他,鯖江市
東京都,府中市,29,回答なし,2022/10/09 9:52,"1,500",眼鏡,鯖江市
富山県,砺波市,40,男性,2022/10/09 9:57,500,和紙,越前市
福井県,福井市,29,女性,2022/10/09 9:58,"4,400",漆器,鯖江市
愛知県,名古屋市,31,男性,2022/10/09 9:59,300,打刃物,越前市
愛知県,名古屋市,27,女性,2022/10/09 10:00,300,打刃物,越前市
福井県,福井市,45,女性,2022/10/09 10:02,"1,000",その他,鯖江市
福井県,越前市,31,女性,2022/10/09 10:05,"2,500",漆器,鯖江市
愛知県,日進市,56,女性,2022/10/09 10:06,"3,930",飲食,鯖江市
福井県,越前市,56,女性,2022/10/09 10:07,"3,500",漆器,鯖江市
埼玉県,さいたま市,23,男性,2022/10/09 10:07,"1,500",漆器,鯖江市
宮城県,仙台市,30,女性,2022/10/09 10:07,"2,000",和紙,越前市
兵庫県,西宮市,30,女性,2022/10/09 10:09,"33,000",打刃物,越前市
宮城県,仙台市,30,女性,2022/10/09 10:09,800,和紙,越前市
大阪府,大阪市東成区,31,女性,2022/10/09 10:14,"1,000",和紙,越前市
福井県,越前市,42,女性,2022/10/09 10:15,"2,100",和紙,越前市
大阪府,枚方市,30,女性,2022/10/09 10:15,500,和紙,越前市
大阪府,大阪市,31,男性,2022/10/09 10:15,500,和紙,越前市
福井県,鯖江市,27,女性,2022/10/09 10:18,500,その他,鯖江市
東京都,武蔵野市,31,女性,2022/10/09 10:20,500,その他,鯖江市
福井県,坂井市,53,女性,2022/10/09 10:21,"1,000",その他,鯖江市
福井県,福井市,38,男性,2022/10/09 10:21,"1,000",その他,鯖江市
愛知県,小牧市,52,女性,2022/10/09 10:22,"5,000",飲食,鯖江市
福井県,越前町,47,男性,2022/10/09 10:23,"6,000",その他,越前町
福井県,越前市,47,女性,2022/10/09 10:25,900,飲食,鯖江市
福井県,福井市,39,女性,2022/10/09 10:26,550,その他,鯖江市
福井県,越前市,54,女性,2022/10/09 10:26,500,その他,鯖江市
福井県,越前市,54,女性,2022/10/09 10:27,500,その他,鯖江市
福井県,越前市,47,男性,2022/10/09 10:27,500,その他,鯖江市
福井県,南越前町,52,女性,2022/10/09 10:27,500,その他,鯖江市
福井県,福井市,55,女性,2022/10/09 10:28,500,その他,鯖江市
三重県,熊野市,44,回答なし,2022/10/09 10:28,350,和紙,越前市
福井県,あわら市,57,男性,2022/10/09 10:29,"3,960",漆器,鯖江市
福井県,福井市,34,女性,2022/10/09 10:29,"2,860",箪笥,越前市
福井県,坂井市,49,男性,2022/10/09 10:32,"24,000",打刃物,越前市
東京都,小金井市,26,女性,2022/10/09 10:32,"2,000",その他,鯖江市
山形県,山形市,21,男性,2022/10/09 10:32,"4,970",漆器,鯖江市
福井県,越前市,41,男性,2022/10/09 10:36,500,その他,鯖江市
福井県,鯖江市,49,女性,2022/10/09 10:37,"1,000",飲食,鯖江市
愛知県,名古屋市,31,男性,2022/10/09 10:37,"1,000",焼物,越前町
愛知県,名古屋市,27,女性,2022/10/09 10:37,"1,000",焼物,越前町
石川県,中能登町,28,女性,2022/10/09 10:38,"3,500",漆器,鯖江市
福井県,鯖江市,27,女性,2022/10/09 10:39,"5,000",飲食,鯖江市
三重県,菰野町,39,女性,2022/10/09 10:39,"1,800",和紙,越前市
愛知県,岩倉市,30,女性,2022/10/09 10:41,"3,240",漆器,鯖江市
福井県,福井市,67,女性,2022/10/09 10:41,"6,000",その他,鯖江市
福井県,福井市,43,女性,2022/10/09 10:44,900,飲食,鯖江市
三重県,四日市市,61,女性,2022/10/09 10:44,"1,800",和紙,越前市
福井県,大野市,52,男性,2022/10/09 10:46,"6,000",漆器,鯖江市
三重県,菰野町,39,女性,2022/10/09 10:46,"1,800",和紙,越前市
福井県,福井市,44,男性,2022/10/09 10:46,500,飲食,鯖江市
福井県,福井市,26,男性,2022/10/09 10:47,"29,780",漆器,鯖江市
福井県,福井市,49,男性,2022/10/09 10:48,"3,300",漆器,鯖江市
福井県,福井市,34,女性,2022/10/09 10:48,"3,650",飲食,鯖江市
福井県,福井市,44,男性,2022/10/09 10:48,500,飲食,鯖江市
大阪府,大阪市,31,男性,2022/10/09 10:49,"1,500",和紙,越前市
石川県,金沢市,28,回答なし,2022/10/09 10:50,"5,850",飲食,鯖江市
大阪府,大阪市東成区,31,女性,2022/10/09 10:51,"1,980",和紙,越前市
千葉県,船橋市,28,女性,2022/10/09 10:51,"3,000",和紙,越前市
兵庫県,神戸市,45,女性,2022/10/09 10:53,500,眼鏡,鯖江市
兵庫県,洲本市,31,男性,2022/10/09 10:53,"3,272",その他,鯖江市
愛知県,小牧市,52,女性,2022/10/09 10:53,"7,000",漆器,鯖江市
三重県,菰野町,37,男性,2022/10/09 10:53,"5,940",眼鏡,鯖江市
福井県,越前市,37,男性,2022/10/09 10:55,"3,960",眼鏡,鯖江市
熊本県,南関町,35,女性,2022/10/09 10:55,"1,878",眼鏡,鯖江市
福井県,福井市,38,男性,2022/10/09 10:55,"8,000",漆器,鯖江市
福井県,福井市,37,男性,2022/10/09 10:56,500,飲食,鯖江市
福井県,永平寺町,31,男性,2022/10/09 10:57,"2,800",飲食,鯖江市
福井県,越前市,27,女性,2022/10/09 10:58,"6,000",漆器,鯖江市
福井県,鯖江市,60,女性,2022/10/09 10:58,"1,850",飲食,鯖江市
神奈川県,鎌倉市,31,女性,2022/10/09 10:58,"6,000",漆器,鯖江市
大阪府,吹田市,49,女性,2022/10/09 10:59,615,眼鏡,鯖江市
石川県,金沢市,40,女性,2022/10/09 10:59,"36,000",漆器,鯖江市
大阪府,豊中市,51,女性,2022/10/09 11:00,"1,200",眼鏡,鯖江市
福井県,福井市,30,女性,2022/10/09 11:00,500,飲食,鯖江市
大阪府,枚方市,55,男性,2022/10/09 11:01,"4,000",漆器,鯖江市
福井県,南越前町,52,女性,2022/10/09 11:01,750,飲食,鯖江市
三重県,四日市市,61,女性,2022/10/09 11:04,"1,100",和紙,越前市
秋田県,横手市,24,男性,2022/10/09 11:04,"6,000",その他,鯖江市
福井県,敦賀市,23,女性,2022/10/09 11:04,"2,000",漆器,鯖江市
福井県,敦賀市,26,女性,2022/10/09 11:04,"2,000",漆器,鯖江市
愛知県,安城市,55,女性,2022/10/09 11:04,"8,000",その他,鯖江市
三重県,菰野町,39,女性,2022/10/09 11:05,900,和紙,越前市
福井県,鯖江市,24,女性,2022/10/09 11:07,"6,000",飲食,鯖江市
福井県,福井市,26,男性,2022/10/09 11:07,200,漆器,鯖江市
福井県,福井市,55,男性,2022/10/09 11:09,"1,500",その他,鯖江市
滋賀県,大津市,46,女性,2022/10/09 11:10,500,その他,鯖江市
三重県,菰野町,39,女性,2022/10/09 11:12,"1,650",和紙,越前市
福井県,越前市,25,女性,2022/10/09 11:13,400,漆器,鯖江市
福井県,越前市,49,女性,2022/10/09 11:14,"5,850",飲食,鯖江市
福井県,福井市,44,男性,2022/10/09 11:14,"1,358",その他,鯖江市
福井県,鯖江市,28,女性,2022/10/09 11:15,"8,862",その他,鯖江市
熊本県,南関町,42,女性,2022/10/09 11:19,"1,900",眼鏡,鯖江市
愛知県,名古屋市,59,女性,2022/10/09 11:19,"2,900",眼鏡,鯖江市
福井県,鯖江市,21,女性,2022/10/09 11:19,"1,500",その他,鯖江市
福井県,越前市,49,男性,2022/10/09 11:20,"8,800",漆器,鯖江市
福岡県,久留米市,48,女性,2022/10/09 11:21,"3,000",和紙,越前市
神奈川県,川崎市,24,男性,2022/10/09 11:23,"5,500",和紙,越前市
福井県,鯖江市,28,女性,2022/10/09 11:25,"12,000",漆器,鯖江市
福井県,越前市,31,女性,2022/10/09 11:25,"2,600",漆器,鯖江市
福井県,福井市,34,女性,2022/10/09 11:27,500,飲食,鯖江市
福岡県,福岡市,30,女性,2022/10/09 11:28,"11,000",漆器,鯖江市
福井県,越前市,47,男性,2022/10/09 11:28,"1,600",和紙,越前市
福井県,福井市,49,男性,2022/10/09 11:29,"107,300",漆器,鯖江市
愛知県,名古屋市,26,その他,2022/10/09 11:29,"1,800",和紙,越前市
東京都,葛飾区,31,女性,2022/10/09 11:30,"2,700",和紙,越前市
福井県,坂井市,53,女性,2022/10/09 11:30,"5,000",漆器,鯖江市
福井県,鯖江市,58,女性,2022/10/09 11:31,"9,108",漆器,鯖江市
福井県,福井市,49,女性,2022/10/09 11:31,"5,100",眼鏡,鯖江市
福井県,福井市,42,女性,2022/10/09 11:32,500,飲食,鯖江市
福井県,福井市,41,女性,2022/10/09 11:32,"4,560",和紙,越前市
福井県,福井市,23,女性,2022/10/09 11:32,"4,800",漆器,鯖江市
福井県,越前市,37,男性,2022/10/09 11:33,"1,000",眼鏡,鯖江市
石川県,金沢市,20,女性,2022/10/09 11:33,"5,820",飲食,鯖江市
福井県,鯖江市,25,女性,2022/10/09 11:34,600,漆器,鯖江市
福井県,越前市,31,女性,2022/10/09 11:37,"1,800",飲食,鯖江市
東京都,葛飾区,31,女性,2022/10/09 11:39,"1,800",和紙,越前市
福井県,越前市,54,女性,2022/10/09 11:40,900,漆器,鯖江市
大阪府,大阪市,23,女性,2022/10/09 11:41,"5,500",飲食,鯖江市
大阪府,大阪市東成区,31,女性,2022/10/09 11:41,300,和紙,越前市
三重県,菰野町,39,女性,2022/10/09 11:42,"1,500",その他,鯖江市
福井県,福井市,49,男性,2022/10/09 11:42,600,飲食,鯖江市
三重県,四日市市,61,女性,2022/10/09 11:42,"1,500",その他,鯖江市
福井県,福井市,49,男性,2022/10/09 11:42,300,飲食,鯖江市
福井県,越前市,54,女性,2022/10/09 11:42,"2,000",漆器,鯖江市
福井県,鯖江市,25,女性,2022/10/09 11:42,100,漆器,鯖江市
三重県,菰野町,39,女性,2022/10/09 11:43,"2,000",その他,鯖江市
滋賀県,大津市,46,女性,2022/10/09 11:43,"11,500",漆器,鯖江市
福井県,福井市,48,男性,2022/10/09 11:44,"3,500",漆器,鯖江市
東京都,文京区,30,女性,2022/10/09 11:44,"24,000",眼鏡,鯖江市
福井県,福井市,26,女性,2022/10/09 11:44,500,その他,鯖江市
福井県,勝山市,44,男性,2022/10/09 11:44,"1,500",飲食,鯖江市
三重県,菰野町,39,女性,2022/10/09 11:45,500,その他,鯖江市
三重県,四日市市,61,女性,2022/10/09 11:45,500,その他,鯖江市
三重県,菰野町,39,女性,2022/10/09 11:45,500,その他,鯖江市
山形県,山形市,21,男性,2022/10/09 11:45,"3,680",漆器,鯖江市
石川県,小松市,45,女性,2022/10/09 11:47,200,漆器,鯖江市
岐阜県,各務原市,22,男性,2022/10/09 11:48,500,その他,鯖江市
福井県,福井市,58,男性,2022/10/09 11:49,"1,700",漆器,鯖江市
福井県,福井市,32,回答なし,2022/10/09 11:49,500,その他,鯖江市
福井県,鯖江市,48,男性,2022/10/09 11:51,"7,700",眼鏡,鯖江市
福井県,越前市,47,男性,2022/10/09 11:52,"2,420",打刃物,越前市
愛知県,岩倉市,30,女性,2022/10/09 11:52,750,飲食,鯖江市
兵庫県,神戸市,45,女性,2022/10/09 11:53,572,眼鏡,鯖江市
福井県,越前市,49,男性,2022/10/09 11:53,"1,650",和紙,越前市
福井県,福井市,40,男性,2022/10/09 11:53,"6,000",焼物,越前町
福井県,鯖江市,38,男性,2022/10/09 11:53,"1,700",飲食,鯖江市
宮城県,仙台市,30,女性,2022/10/09 11:53,"1,700",漆器,鯖江市
福井県,福井市,42,女性,2022/10/09 11:54,"1,359",その他,鯖江市
愛知県,長久手市,47,女性,2022/10/09 11:54,900,飲食,鯖江市
三重県,熊野市,44,回答なし,2022/10/09 11:55,"7,650",和紙,越前市
福井県,越前市,39,女性,2022/10/09 11:55,"1,900",飲食,鯖江市
福井県,坂井市,57,女性,2022/10/09 11:56,"4,840",漆器,鯖江市
東京都,渋谷区,36,女性,2022/10/09 11:56,"19,800",その他,鯖江市
福井県,鯖江市,49,女性,2022/10/09 11:57,"5,000",漆器,鯖江市
福井県,坂井市,52,女性,2022/10/09 11:57,"3,000",その他,鯖江市
奈良県,奈良市,39,女性,2022/10/09 11:58,"1,200",和紙,越前市
大阪府,吹田市,49,女性,2022/10/09 11:58,"1,500",眼鏡,鯖江市
福井県,越前市,48,女性,2022/10/09 11:58,"6,000",漆器,鯖江市
大阪府,豊中市,51,女性,2022/10/09 11:58,600,眼鏡,鯖江市
福井県,鯖江市,27,女性,2022/10/09 11:58,500,飲食,鯖江市
東京都,葛飾区,31,女性,2022/10/09 11:58,"30,000",眼鏡,鯖江市
福井県,南越前町,52,女性,2022/10/09 11:59,300,和紙,越前市
福井県,福井市,21,女性,2022/10/09 11:59,"2,600",漆器,鯖江市
福井県,坂井市,57,女性,2022/10/09 11:59,550,漆器,鯖江市
愛知県,岩倉市,30,女性,2022/10/09 12:00,600,飲食,鯖江市
福井県,永平寺町,55,女性,2022/10/09 12:01,"1,400",飲食,鯖江市
福井県,鯖江市,37,女性,2022/10/09 12:02,"9,920",眼鏡,鯖江市
福井県,福井市,58,男性,2022/10/09 12:02,"4,000",漆器,鯖江市
福井県,越前市,54,女性,2022/10/09 12:04,864,その他,鯖江市
福井県,越前市,54,女性,2022/10/09 12:05,"2,808",その他,鯖江市
福井県,あわら市,51,回答なし,2022/10/09 12:07,"13,915",その他,鯖江市
福井県,福井市,25,女性,2022/10/09 12:07,"3,750",飲食,鯖江市
福井県,福井市,49,女性,2022/10/09 12:09,900,眼鏡,鯖江市
大阪府,枚方市,55,男性,2022/10/09 12:09,"6,450",漆器,鯖江市
愛知県,名古屋市,31,男性,2022/10/09 12:09,"3,740",打刃物,越前市
愛知県,長久手市,47,女性,2022/10/09 12:09,"1,155",その他,鯖江市
福井県,福井市,28,女性,2022/10/09 12:11,"5,350",飲食,鯖江市
福井県,越前市,54,女性,2022/10/09 12:12,750,飲食,鯖江市
福井県,福井市,58,男性,2022/10/09 12:15,300,漆器,鯖江市
福井県,越前市,50,女性,2022/10/09 12:16,"6,000",飲食,鯖江市
福井県,鯖江市,58,女性,2022/10/09 12:16,"1,350",飲食,鯖江市
福井県,福井市,23,その他,2022/10/09 12:17,"1,540",和紙,越前市
福井県,福井市,23,女性,2022/10/09 12:17,790,漆器,鯖江市
福井県,福井市,42,女性,2022/10/09 12:18,"1,000",眼鏡,鯖江市
千葉県,我孫子市,39,男性,2022/10/09 12:18,"1,720",漆器,鯖江市
福井県,鯖江市,29,男性,2022/10/09 12:18,"1,540",その他,鯖江市
石川県,小松市,45,女性,2022/10/09 12:22,"4,400",漆器,鯖江市
福井県,坂井市,52,女性,2022/10/09 12:22,950,飲食,鯖江市
大阪府,枚方市,55,男性,2022/10/09 12:22,"6,050",漆器,鯖江市
福井県,福井市,36,男性,2022/10/09 12:25,500,その他,鯖江市
岐阜県,郡上市,43,男性,2022/10/09 12:26,"2,500",漆器,鯖江市
福井県,鯖江市,23,女性,2022/10/09 12:27,"2,504",その他,鯖江市
奈良県,奈良市,30,男性,2022/10/09 12:27,"1,000",和紙,越前市
福井県,福井市,41,男性,2022/10/09 12:27,400,漆器,鯖江市
福井県,鯖江市,53,女性,2022/10/09 12:28,"6,000",漆器,鯖江市
福井県,鯖江市,25,女性,2022/10/09 12:29,"1,220",その他,鯖江市
大阪府,八尾市,36,男性,2022/10/09 12:29,"4,620",漆器,鯖江市
福井県,福井市,55,男性,2022/10/09 12:30,900,飲食,鯖江市
兵庫県,洲本市,31,男性,2022/10/09 12:30,"4,180",眼鏡,鯖江市
大阪府,枚方市,30,女性,2022/10/09 12:35,500,その他,鯖江市
福井県,勝山市,51,女性,2022/10/09 12:35,500,その他,鯖江市
福井県,福井市,48,男性,2022/10/09 12:35,400,漆器,鯖江市
福井県,敦賀市,23,女性,2022/10/09 12:37,"6,400",漆器,鯖江市
福井県,福井市,35,男性,2022/10/09 12:37,"1,000",その他,鯖江市
福井県,福井市,32,回答なし,2022/10/09 12:38,"5,000",その他,鯖江市
福井県,福井市,21,女性,2022/10/09 12:38,"3,400",漆器,鯖江市
東京都,町田市,24,女性,2022/10/09 12:39,"1,000",和紙,越前市
福井県,敦賀市,23,女性,2022/10/09 12:39,400,漆器,鯖江市
福井県,敦賀市,26,女性,2022/10/09 12:39,400,漆器,鯖江市
福井県,福井市,48,男性,2022/10/09 12:40,400,漆器,鯖江市
福井県,鯖江市,37,女性,2022/10/09 12:40,"5,319",その他,鯖江市
熊本県,南関町,35,女性,2022/10/09 12:41,"2,000",眼鏡,鯖江市
大阪府,大阪市東成区,31,女性,2022/10/09 12:41,"1,000",その他,鯖江市
福井県,福井市,38,男性,2022/10/09 12:41,600,漆器,鯖江市
福井県,越前市,23,女性,2022/10/09 12:42,"7,030",飲食,鯖江市
福井県,小浜市,53,女性,2022/10/09 12:42,"1,000",その他,鯖江市
福井県,福井市,50,女性,2022/10/09 12:42,"1,081",その他,鯖江市
福井県,福井市,49,女性,2022/10/09 12:43,500,その他,鯖江市
福井県,福井市,34,女性,2022/10/09 12:43,500,その他,鯖江市
福井県,福井市,25,女性,2022/10/09 12:43,"1,000",その他,鯖江市
福井県,越前市,39,女性,2022/10/09 12:43,"1,650",漆器,鯖江市
福井県,福井市,28,女性,2022/10/09 12:44,600,漆器,鯖江市
茨城県,ひたちなか市,22,男性,2022/10/09 12:44,350,飲食,鯖江市
福井県,越前市,41,男性,2022/10/09 12:45,"2,750",漆器,鯖江市
東京都,武蔵野市,31,女性,2022/10/09 12:45,55,漆器,鯖江市
福井県,福井市,55,女性,2022/10/09 12:45,"4,180",その他,鯖江市
大阪府,大阪市,23,女性,2022/10/09 12:46,500,その他,鯖江市
兵庫県,豊岡市,23,男性,2022/10/09 12:47,500,その他,鯖江市
福井県,福井市,36,男性,2022/10/09 12:47,"3,900",漆器,鯖江市
福井県,福井市,50,女性,2022/10/09 12:48,350,飲食,鯖江市
